"Index","SYMBOL"
"10889","USP22"
"10890","DHRS7B"
"10891","TMEM11"
"10892","AC087294.2"
"10893","C17orf103"
"10894","MAP2K3"
"10895","C17orf51"
"10896","UBBP4"
"10897","MTRNR2L1"
"10898","WSB1"
"10899","RP11-173M1.8"
"10900","KSR1"
"10901","LGALS9"
"10902","RP11-138P22.1"
"10903","LYRM9"
"10904","NLK"
"10905","TMEM97"
"10906","IFT20"
"10907","TNFAIP1"
"10908","POLDIP2"
"10909","TMEM199"
"10910","SARM1"
"10911","RP11-192H23.4"
"10912","UNC119"
"10913","PIGS"
"10914","ALDOC"
"10915","SPAG5"
"10916","RP11-192H23.6"
"10917","KIAA0100"
"10918","SDF2"
"10919","SUPT6H"
"10920","PROCA1"
"10921","RAB34"
"10922","RPL23A"
"10923","AC010761.8"
"10924","TLCD1"
"10925","NEK8"
"10926","TRAF4"
"10927","FAM222B"
"10928","ERAL1"
"10929","FLOT2"
"10930","DHRS13"
"10931","PHF12"
"10932","SEZ6"
"10933","NUFIP2"
"10934","RP11-296K13.4"
"10935","TAOK1"
"10936","ABHD15"
"10937","TP53I13"
"10938","GIT1"
"10939","SSH2"
"10940","EFCAB5"
"10941","NSRP1"
"10942","RP11-354P11.3"
"10943","BLMH"
"10944","CPD"
"10945","GOSR1"
"10946","CRLF3"
"10947","CTD-2349P21.9"
"10948","ATAD5"
"10949","RP13-753N3.1"
"10950","TEFM"
"10951","ADAP2"
"10952","RNF135"
"10953","NF1"
"10954","EVI2B"
"10955","EVI2A"
"10956","RAB11FIP4"
"10957","COPRS"
"10958","UTP6"
"10959","SUZ12"
"10960","LRRC37B"
"10961","RHOT1"
"10962","C17orf75"
"10963","ZNF207"
"10964","PSMD11"
"10965","CDK5R1"
"10966","MYO1D"
"10967","CCL2"
"10968","CCL7"
"10969","CCL8"
"10970","CCL13"
"10971","ZNF830"
"10972","LIG3"
"10973","RFFL"
"10974","RAD51D"
"10975","NLE1"
"10976","UNC45B"
"10977","RP11-799D4.4"
"10978","SLFN5"
"10979","RP11-47L3.1"
"10980","SLFN11"
"10981","RP11-686D22.4"
"10982","SLFN12"
"10983","SLFN13"
"10984","SLFN12L"
"10985","RP11-1094M14.11"
"10986","PEX12"
"10987","AP2B1"
"10988","CTC-507E2.1"
"10989","MMP28"
"10990","TAF15"
"10991","AC015849.2"
"10992","CCL5"
"10993","RDM1"
"10994","CCL23"
"10995","AC069363.1"
"10996","CCL3"
"10997","CCL4"
"10998","CCL3L3"
"10999","CCL4L1"
"11000","CCL3L1"
"11001","CCL4L2"
"11002","ZNHIT3"
"11003","MYO19"
"11004","PIGW"
"11005","GGNBP2"
"11006","DHRS11"
"11007","MRM1"
"11008","AATF"
"11009","ACACA"
"11010","TADA2A"
"11011","DUSP14"
"11012","SYNRG"
"11013","DDX52"
"11014","RP11-1407O15.2"
"11015","MRPL45"
"11016","SOCS7"
"11017","C17orf96"
"11018","CTB-58E17.1"
"11019","CTB-58E17.3"
"11020","MLLT6"
"11021","CISD3"
"11022","PSMB3"
"11023","PIP4K2B"
"11024","CWC25"
"11025","RPL23"
"11026","LASP1"
"11027","LINC00672"
"11028","PLXDC1"
"11029","RPL19"
"11030","RP11-690G19.3"
"11031","FBXL20"
"11032","MED1"
"11033","CDK12"
"11034","NEUROD2"
"11035","STARD3"
"11036","PGAP3"
"11037","ERBB2"
"11038","MIEN1"
"11039","RP11-94L15.2"
"11040","IKZF3"
"11041","GSDMB"
"11042","ORMDL3"
"11043","PSMD3"
"11044","MED24"
"11045","THRA"
"11046","NR1D1"
"11047","MSL1"
"11048","CASC3"
"11049","WIPF2"
"11050","CDC6"
"11051","RARA"
"11052","CTD-2267D19.2"
"11053","TOP2A"
"11054","IGFBP4"
"11055","RP5-1028K7.2"
"11056","CCR7"
"11057","SMARCE1"
"11058","KRT10"
"11059","TMEM99"
"11060","KRT23"
"11061","JUP"
"11062","EIF1"
"11063","LEPREL4"
"11064","NT5C3B"
"11065","KLHL11"
"11066","ACLY"
"11067","CNP"
"11068","DNAJC7"
"11069","NKIRAS2"
"11070","DHX58"
"11071","KAT2A"
"11072","RAB5C"
"11073","GHDC"
"11074","STAT5B"
"11075","STAT5A"
"11076","STAT3"
"11077","PTRF"
"11078","ATP6V0A1"
"11079","NAGLU"
"11080","HSD17B1"
"11081","RP11-400F19.6"
"11082","COASY"
"11083","MLX"
"11084","PSMC3IP"
"11085","FAM134C"
"11086","TUBG1"
"11087","TUBG2"
"11088","CCR10"
"11089","EZH1"
"11090","VPS25"
"11091","COA3"
"11092","BECN1"
"11093","PSME3"
"11094","AARSD1"
"11095","RUNDC1"
"11096","RPL27"
"11097","IFI35"
"11098","VAT1"
"11099","BRCA1"
"11100","NBR1"
"11101","TMEM106A"
"11102","LINC00910"
"11103","ARL4D"
"11104","DHX8"
"11105","DUSP3"
"11106","NAGS"
"11107","TMEM101"
"11108","LSM12"
"11109","G6PC3"
"11110","HDAC5"
"11111","C17orf53"
"11112","ASB16-AS1"
"11113","TMUB2"
"11114","ATXN7L3"
"11115","UBTF"
"11116","RP5-882C2.2"
"11117","SLC25A39"
"11118","GRN"
"11119","ITGA2B"
"11120","GPATCH8"
"11121","FZD2"
"11122","C17orf104"
"11123","CCDC43"
"11124","DBF4B"
"11125","EFTUD2"
"11126","DCAKD"
"11127","NMT1"
"11128","PLCD3"
"11129","ACBD4"
"11130","HEXIM1"
"11131","AC002117.1"
"11132","HEXIM2"
"11133","CTD-2020K17.1"
"11134","FMNL1"
"11135","CTD-2020K17.4"
"11136","SPATA32"
"11137","ARHGAP27"
"11138","PLEKHM1"
"11139","RP11-798G7.6"
"11140","MAPT"
"11141","KANSL1"
"11142","KANSL1-AS1"
"11143","ARL17B"
"11144","LRRC37A"
"11145","LRRC37A2"
"11146","ARL17A"
"11147","NSF"
"11148","GOSR2"
"11149","CDC27"
"11150","MYL4"
"11151","ITGB3"
"11152","EFCAB13"
"11153","NPEPPS"
"11154","RP11-580I16.2"
"11155","KPNB1"
"11156","TBKBP1"
"11157","TBX21"
"11158","OSBPL7"
"11159","MRPL10"
"11160","LRRC46"
"11161","SCRN2"
"11162","SP2"
"11163","PNPO"
"11164","CDK5RAP3"
"11165","NFE2L1"
"11166","CBX1"
"11167","SNX11"
"11168","SKAP1"
"11169","HOXB2"
"11170","HOXB-AS1"
"11171","HOXB3"
"11172","HOXB4"
"11173","HOXB6"
"11174","HOXB7"
"11175","RP11-357H14.17"
"11176","CALCOCO2"
"11177","ATP5G1"
"11178","UBE2Z"
"11179","SNF8"
"11180","GNGT2"
"11181","ABI3"
"11182","PHOSPHO1"
"11183","ZNF652"
"11184","PHB"
"11185","SPOP"
"11186","SLC35B1"
"11187","FAM117A"
"11188","KAT7"
"11189","ITGA3"
"11190","PDK2"
"11191","SAMD14"
"11192","PPP1R9B"
"11193","SGCA"
"11194","COL1A1"
"11195","XYLT2"
"11196","MRPL27"
"11197","LRRC59"
"11198","ACSF2"
"11199","RSAD1"
"11200","MYCBPAP"
"11201","SPATA20"
"11202","CACNA1G"
"11203","ABCC3"
"11204","ANKRD40"
"11205","RP11-294J22.6"
"11206","LUC7L3"
"11207","TOB1"
"11208","SPAG9"
"11209","NME1"
"11210","NME1-NME2"
"11211","NME2"
"11212","MBTD1"
"11213","UTP18"
"11214","TOM1L1"
"11215","COX11"
"11216","STXBP4"
"11217","HLF"
"11218","MMD"
"11219","PCTP"
"11220","NOG"
"11221","C17orf67"
"11222","DGKE"
"11223","RP11-670E13.2"
"11224","TRIM25"
"11225","COIL"
"11226","SCPEP1"
"11227","RP11-166P13.3"
"11228","AKAP1"
"11229","RP11-166P13.4"
"11230","MSI2"
"11231","MRPS23"
"11232","CUEDC1"
"11233","VEZF1"
"11234","RP11-159D12.2"
"11235","SRSF1"
"11236","DYNLL2"
"11237","MKS1"
"11238","BZRAP1"
"11239","BZRAP1-AS1"
"11240","MIR142"
"11241","SUPT4H1"
"11242","RNF43"
"11243","HSF5"
"11244","MTMR4"
"11245","SEPT4"
"11246","RAD51C"
"11247","TRIM37"
"11248","SKA2"
"11249","PRR11"
"11250","SMG8"
"11251","GDPD1"
"11252","YPEL2"
"11253","DHX40"
"11254","CLTC"
"11255","PTRH2"
"11256","VMP1"
"11257","TUBD1"
"11258","RPS6KB1"
"11259","RNFT1"
"11260","HEATR6"
"11261","CTD-2319I12.2"
"11262","USP32"
"11263","APPBP2"
"11264","PPM1D"
"11265","BCAS3"
"11266","NACA2"
"11267","INTS2"
"11268","MED13"
"11269","METTL2A"
"11270","TLK2"
"11271","MRC2"
"11272","TANC2"
"11273","CYB561"
"11274","DCAF7"
"11275","TACO1"
"11276","MAP3K3"
"11277","LIMD2"
"11278","STRADA"
"11279","CCDC47"
"11280","DDX42"
"11281","FTSJ3"
"11282","PSMC5"
"11283","SMARCD2"
"11284","CD79B"
"11285","C17orf72"
"11286","ICAM2"
"11287","ERN1"
"11288","SNORA76"
"11289","TEX2"
"11290","MILR1"
"11291","POLG2"
"11292","DDX5"
"11293","CEP95"
"11294","SMURF2"
"11295","RP11-927P21.1"
"11296","GNA13"
"11297","RP11-160O5.1"
"11298","RGS9"
"11299","AXIN2"
"11300","CEP112"
"11301","PRKCA"
"11302","HELZ"
"11303","RP11-401F2.3"
"11304","PSMD12"
"11305","PITPNC1"
"11306","NOL11"
"11307","BPTF"
"11308","C17orf58"
"11309","KPNA2"
"11310","RP11-147L13.2"
"11311","AMZ2"
"11312","ARSG"
"11313","SLC16A6"
"11314","WIPI1"
"11315","PRKAR1A"
"11316","AC079210.1"
"11317","ABCA5"
"11318","MAP2K6"
"11319","KCNJ2-AS1"
"11320","KCNJ2"
"11321","SLC39A11"
"11322","COG1"
"11323","FAM104A"
"11324","C17orf80"
"11325","CDC42EP4"
"11326","RPL38"
"11327","CTD-2514K5.2"
"11328","TTYH2"
"11329","KIF19"
"11330","CD300A"
"11331","CD300LB"
"11332","CD300C"
"11333","CTD-2006K23.1"
"11334","CD300E"
"11335","RAB37"
"11336","CD300LF"
"11337","SLC9A3R1"
"11338","NAT9"
"11339","TMEM104"
"11340","FDXR"
"11341","ICT1"
"11342","KCTD2"
"11343","ATP5H"
"11344","SLC16A5"
"11345","ARMC7"
"11346","NT5C"
"11347","HN1"
"11348","SUMO2"
"11349","NUP85"
"11350","GGA3"
"11351","MRPS7"
"11352","MIF4GD"
"11353","RP11-649A18.12"
"11354","SLC25A19"
"11355","GRB2"
"11356","KIAA0195"
"11357","TSEN54"
"11358","LLGL2"
"11359","MYO15B"
"11360","RECQL5"
"11361","SMIM5"
"11362","SAP30BP"
"11363","GALK1"
"11364","H3F3B"
"11365","UNK"
"11366","UNC13D"
"11367","WBP2"
"11368","TRIM47"
"11369","TRIM65"
"11370","MRPL38"
"11371","FBF1"
"11372","ACOX1"
"11373","TEN1"
"11374","CDK3"
"11375","SRP68"
"11376","GALR2"
"11377","EXOC7"
"11378","FOXJ1"
"11379","RNF157-AS1"
"11380","RNF157"
"11381","UBALD2"
"11382","QRICH2"
"11383","PRPSAP1"
"11384","SPHK1"
"11385","UBE2O"
"11386","RHBDF2"
"11387","CYGB"
"11388","PRCD"
"11389","ST6GALNAC2"
"11390","ST6GALNAC1"
"11391","RP11-318A15.2"
"11392","MXRA7"
"11393","JMJD6"
"11394","METTL23"
"11395","SRSF2"
"11396","MFSD11"
"11397","SEC14L1"
"11398","SEPT9"
"11399","RP11-936I5.1"
"11400","TNRC6C"
"11401","TMC6"
"11402","TMC8"
"11403","SYNGR2"
"11404","TK1"
"11405","AFMID"
"11406","SOCS3"
"11407","RP11-806H10.4"
"11408","PGS1"
"11409","DNAH17"
"11410","CTD-2357A8.3"
"11411","CYTH1"
"11412","USP36"
"11413","TIMP2"
"11414","LGALS3BP"
"11415","CANT1"
"11416","ENGASE"
"11417","CBX8"
"11418","CBX4"
"11419","GAA"
"11420","EIF4A3"
"11421","CARD14"
"11422","RP11-334C17.5"
"11423","SGSH"
"11424","SLC26A11"
"11425","RNF213"
"11426","CTD-2047H16.4"
"11427","ENDOV"
"11428","NPTX1"
"11429","RPTOR"
"11430","CHMP6"
"11431","BAIAP2-AS1"
"11432","BAIAP2"
"11433","AATK"
"11434","AZI1"
"11435","ENTHD2"
"11436","C17orf89"
"11437","SLC38A10"
"11438","LINC00482"
"11439","ACTG1"
"11440","C17orf70"
"11441","NPLOC4"
"11442","PDE6G"
"11443","OXLD1"
"11444","CCDC137"
"11445","ARL16"
"11446","HGS"
"11447","RP13-1032I1.7"
"11448","MRPL12"
"11449","SLC25A10.1"
"11450","FAM195B"
"11451","P4HB"
"11452","ARHGDIA"
"11453","RP11-498C9.15"
"11454","ALYREF"
"11455","ANAPC11"
"11456","PCYT2"
"11457","SIRT7"
"11458","MAFG"
"11459","PYCR1"
"11460","ASPSCR1"
"11461","STRA13"
"11462","LRRC45"
"11463","DCXR"
"11464","RFNG"
"11465","GPS1"
"11466","DUS1L"
"11467","FASN"
"11468","CCDC57"
"11469","SLC16A3"
"11470","CSNK1D"
"11471","AC132872.2"
"11472","RP13-516M14.4"
"11473","CD7"
"11474","SECTM1"
"11475","OGFOD3"
"11476","HEXDC"
"11477","C17orf62"
"11478","RP13-20L14.6"
"11479","NARF"
"11480","FOXK2"
"11481","RP13-638C3.4"
"11482","WDR45B"
"11483","RAB40B"
"11484","FN3KRP"
"11485","FN3K"
"11486","TBCD"
"11487","B3GNTL1"
"11488","METRNL"
"11489","AC144831.1"
"11490","USP14"
"11491","THOC1"
"11492","TYMS"
"11493","ENOSF1"
"11494","YES1"
"11495","RP11-672L10.6"
"11496","METTL4"
"11497","NDC80"
"11498","SMCHD1"
"11499","EMILIN2"
"11500","LPIN2"
"11501","RP11-737O24.5"
"11502","RP13-270P17.3"
"11503","MYL12A"
"11504","RP13-270P17.1"
"11505","MYL12B"
"11506","TGIF1"
"11507","DLGAP1-AS1"
"11508","DLGAP1-AS2"
"11509","LINC00667"
"11510","LINC00526"
"11511","ZBTB14"
"11512","EPB41L3"
"11513","L3MBTL4"
"11514","PTPRM"
"11515","RAB12"
"11516","NDUFV2"
"11517","RP11-143J12.2"
"11518","ANKRD12"
"11519","TWSG1"
"11520","RALBP1"
"11521","PPP4R1"
"11522","RAB31"
"11523","VAPA"
"11524","NAPG"
"11525","GNAL"
"11526","CHMP1B"
"11527","RP11-78A19.3"
"11528","MPPE1"
"11529","RP11-820I16.4"
"11530","IMPA2"
"11531","TUBB6"
"11532","AFG3L2"
"11533","SPIRE1"
"11534","PSMG2"
"11535","CEP76"
"11536","RP11-973H7.4"
"11537","RP11-973H7.1"
"11538","PTPN2"
"11539","SEH1L"
"11540","CEP192"
"11541","LDLRAD4"
"11542","RP11-53B2.3"
"11543","FAM210A"
"11544","RNMT"
"11545","ZNF519"
"11546","ROCK1"
"11547","ESCO1"
"11548","SNRPD1"
"11549","ABHD3"
"11550","MIB1"
"11551","RP11-535A5.1"
"11552","RBBP8"
"11553","CABLES1"
"11554","TMEM241"
"11555","RIOK3"
"11556","C18orf8"
"11557","NPC1"
"11558","TTC39C"
"11559","RP11-403A21.2"
"11560","OSBPL1A"
"11561","IMPACT"
"11562","SS18"
"11563","PSMA8"
"11564","TAF4B"
"11565","KCTD1"
"11566","DSC2"
"11567","DSC1"
"11568","DSG2"
"11569","TRAPPC8"
"11570","RP11-326K13.4"
"11571","RNF125"
"11572","RP11-53I6.3"
"11573","RNF138"
"11574","KLHL14"
"11575","MAPRE2"
"11576","ZNF397"
"11577","ZSCAN30"
"11578","ZNF24"
"11579","ZNF396"
"11580","INO80C"
"11581","GALNT1"
"11582","C18orf21"
"11583","RPRD1A"
"11584","SLC39A6"
"11585","ELP2"
"11586","TPGS2"
"11587","KIAA1328"
"11588","PIK3C3"
"11589","SETBP1"
"11590","SLC14A1"
"11591","EPG5"
"11592","PSTPIP2"
"11593","ATP5A1"
"11594","HAUS1"
"11595","C18orf25"
"11596","PIAS2"
"11597","KATNAL2"
"11598","HDHD2"
"11599","IER3IP1.1"
"11600","SMAD2"
"11601","CTIF"
"11602","SMAD7"
"11603","DYM"
"11604","C18orf32"
"11605","RPL17"
"11606","ACAA2"
"11607","CCDC11"
"11608","MBD1"
"11609","CXXC1"
"11610","ME2"
"11611","ELAC1"
"11612","SMAD4"
"11613","MEX3C"
"11614","MBD2"
"11615","POLI"
"11616","C18orf54"
"11617","RAB27B"
"11618","CCDC68"
"11619","TCF4"
"11620","TXNL1"
"11621","WDR7"
"11622","FECH"
"11623","NARS"
"11624","RP11-35G9.3"
"11625","ATP8B1"
"11626","NEDD4L"
"11627","ALPK2"
"11628","MALT1"
"11629","RP11-108P20.1"
"11630","ZNF532"
"11631","SEC11C"
"11632","LMAN1"
"11633","PMAIP1"
"11634","RP11-879F14.2"
"11635","PIGN"
"11636","KIAA1468"
"11637","TNFRSF11A"
"11638","ZCCHC2"
"11639","PHLPP1"
"11640","BCL2"
"11641","KDSR"
"11642","RP11-635N19.1"
"11643","VPS4B"
"11644","SERPINB2"
"11645","HMSD"
"11646","SERPINB8"
"11647","DSEL"
"11648","TMX3"
"11649","CCDC102B"
"11650","CD226"
"11651","RTTN"
"11652","SOCS6"
"11653","GTSCR1"
"11654","FBXO15"
"11655","TIMM21"
"11656","CYB5A"
"11657","CNDP2"
"11658","LINC00909"
"11659","ZNF407"
"11660","ZADH2"
"11661","TSHZ1"
"11662","ZNF516"
"11663","ZNF236"
"11664","RP11-862L9.3"
"11665","MBP"
"11666","ATP9B"
"11667","NFATC1"
"11668","CTDP1"
"11669","PQLC1"
"11670","HSBP1L1"
"11671","TXNL4A"
"11672","RBFA"
"11673","ADNP2"
"11674","AC139100.2"
"11675","C20orf96"
"11676","ZCCHC3"
"11677","SOX12"
"11678","TRIB3"
"11679","RBCK1"
"11680","TBC1D20"
"11681","CSNK2A1"
"11682","SRXN1"
"11683","FAM110A"
"11684","PSMF1"
"11685","SNPH"
"11686","SDCBP2"
"11687","SDCBP2-AS1"
"11688","FKBP1A"
"11689","NSFL1C"
"11690","SIRPB2"
"11691","SIRPB1"
"11692","SIRPG"
"11693","SIRPA"
"11694","STK35"
"11695","RP11-128M1.1"
"11696","SNRPB"
"11697","ZNF343"
"11698","NOP56"
"11699","IDH3B"
"11700","PCED1A"
"11701","VPS16"
"11702","PTPRA"
"11703","MRPS26"
"11704","OXT"
"11705","AVP"
"11706","UBOX5"
"11707","FASTKD5"
"11708","LZTS3"
"11709","DDRGK1"
"11710","ITPA"
"11711","C20orf194"
"11712","ATRN"
"11713","SIGLEC1"
"11714","C20orf27"
"11715","CENPB"
"11716","CDC25B"
"11717","AP5S1"
"11718","MAVS"
"11719","RP11-119B16.2"
"11720","PANK2"
"11721","RNF24"
"11722","SMOX"
"11723","PRNP"
"11724","RASSF2"
"11725","SLC23A2"
"11726","TMEM230"
"11727","PCNA"
"11728","CDS2"
"11729","LINC00654"
"11730","GPCPD1"
"11731","C20orf196"
"11732","TRMT6"
"11733","MCM8"
"11734","CRLS1"
"11735","TMX4"
"11736","PLCB1"
"11737","LAMP5"
"11738","ANKEF1"
"11739","MKKS"
"11740","SLX4IP"
"11741","JAG1"
"11742","BTBD3"
"11743","TASP1"
"11744","ESF1"
"11745","NDUFAF5"
"11746","MACROD2"
"11747","KIF16B"
"11748","SNRPB2"
"11749","BFSP1"
"11750","DSTN"
"11751","RRBP1"
"11752","SNX5"
"11753","MGME1"
"11754","PET117"
"11755","CSRP2BP"
"11756","ZNF133"
"11757","DZANK1"
"11758","POLR3F"
"11759","RBBP9"
"11760","SEC23B"
"11761","LINC00493"
"11762","DTD1"
"11763","RP5-1068E13.7"
"11764","RIN2"
"11765","NAA20"
"11766","CRNKL1"
"11767","RALGAPA2"
"11768","XRN2"
"11769","THBD"
"11770","CD93"
"11771","NXT1"
"11772","RP3-322G13.5"
"11773","GZF1"
"11774","NAPB"
"11775","CST3"
"11776","CST7"
"11777","APMAP"
"11778","ACSS1"
"11779","ENTPD6"
"11780","PYGB"
"11781","ABHD12"
"11782","NANP"
"11783","ZNF337-AS1"
"11784","ZNF337"
"11785","RP4-610C12.3"
"11786","FRG1B"
"11787","HM13"
"11788","ID1"
"11789","BCL2L1"
"11790","PDRG1"
"11791","HCK"
"11792","TM9SF4"
"11793","PLAGL2"
"11794","POFUT1"
"11795","KIF3B"
"11796","ASXL1"
"11797","C20orf112"
"11798","COMMD7"
"11799","MAPRE1"
"11800","RP5-1085F17.3"
"11801","CDK5RAP1"
"11802","SNTA1"
"11803","CBFA2T2"
"11804","NECAB3"
"11805","ACTL10"
"11806","E2F1"
"11807","PXMP4"
"11808","ZNF341"
"11809","RP4-553F4.6"
"11810","CHMP4B"
"11811","RP5-1125A11.1"
"11812","RALY"
"11813","EIF2S2"
"11814","ASIP"
"11815","AHCY"
"11816","ITCH"
"11817","DYNLRB1"
"11818","MAP1LC3A"
"11819","PIGU"
"11820","NCOA6"
"11821","TP53INP2"
"11822","GGT7"
"11823","ACSS2"
"11824","GSS"
"11825","MYH7B"
"11826","TRPC4AP"
"11827","EDEM2"
"11828","PROCR"
"11829","MMP24-AS1"
"11830","EIF6"
"11831","UQCC1"
"11832","CEP250"
"11833","RP3-477O4.14"
"11834","ERGIC3"
"11835","SPAG4"
"11836","CPNE1"
"11837","RBM12"
"11838","NFS1"
"11839","ROMO1"
"11840","RBM39"
"11841","PHF20"
"11842","SCAND1"
"11843","LINC00657"
"11844","AAR2"
"11845","DLGAP4"
"11846","MYL9"
"11847","TGIF2"
"11848","C20orf24"
"11849","SLA2"
"11850","NDRG3"
"11851","DSN1"
"11852","SOGA1"
"11853","SAMHD1"
"11854","RBL1"
"11855","MROH8"
"11856","RPN2"
"11857","MANBAL"
"11858","SRC"
"11859","BLCAP"
"11860","CTNNBL1"
"11861","TTI1"
"11862","RPRD1B"
"11863","TGM2"
"11864","RALGAPB"
"11865","ACTR5"
"11866","PPP1R16B"
"11867","FAM83D"
"11868","DHX35"
"11869","MAFB"
"11870","TOP1"
"11871","PLCG1"
"11872","ZHX3"
"11873","CHD6"
"11874","SRSF6"
"11875","L3MBTL1"
"11876","IFT52"
"11877","MYBL2"
"11878","TOX2"
"11879","OSER1"
"11880","OSER1-AS1"
"11881","FITM2"
"11882","TTPAL"
"11883","SERINC3"
"11884","PKIG"
"11885","ADA"
"11886","RP11-445H22.3"
"11887","KCNK15"
"11888","YWHAB"
"11889","PABPC1L"
"11890","TOMM34"
"11891","STK4"
"11892","SLPI"
"11893","SDC4"
"11894","SYS1"
"11895","PIGT"
"11896","AL031663.2"
"11897","WFDC3"
"11898","DNTTIP1"
"11899","UBE2C"
"11900","SNX21"
"11901","ACOT8"
"11902","ZSWIM3"
"11903","ZSWIM1"
"11904","NEURL2"
"11905","CTSA"
"11906","PLTP"
"11907","PCIF1"
"11908","ZNF335"
"11909","MMP9"
"11910","NCOA5"
"11911","CD40"
"11912","SLC35C2"
"11913","ELMO2"
"11914","TP53RK"
"11915","RP1-28H20.3"
"11916","ZMYND8"
"11917","NCOA3"
"11918","SULF2"
"11919","PREX1"
"11920","ARFGEF2"
"11921","CSE1L"
"11922","STAU1"
"11923","DDX27"
"11924","ZNFX1"
"11925","ZFAS1"
"11926","B4GALT5"
"11927","SLC9A8"
"11928","SPATA2"
"11929","RNF114"
"11930","SNAI1"
"11931","UBE2V1"
"11932","TMEM189"
"11933","CEBPB"
"11934","RP11-290F20.3"
"11935","PTPN1"
"11936","FAM65C"
"11937","PARD6B"
"11938","BCAS4"
"11939","ADNP"
"11940","RP5-914P20.5"
"11941","DPM1"
"11942","MOCS3"
"11943","KCNG1"
"11944","NFATC2"
"11945","ATP9A"
"11946","ZFP64"
"11947","TSHZ2"
"11948","ZNF217"
"11949","BCAS1"
"11950","CYP24A1"
"11951","PFDN4"
"11952","FAM210B"
"11953","AURKA"
"11954","CSTF1"
"11955","CASS4"
"11956","RTFDC1"
"11957","FAM209B"
"11958","RAE1"
"11959","RP4-800J21.3"
"11960","RBM38"
"11961","ZBP1"
"11962","PMEPA1"
"11963","PPP4R1L"
"11964","RAB22A"
"11965","VAPB"
"11966","STX16"
"11967","NPEPL1"
"11968","GNAS"
"11969","NELFCD"
"11970","CTSZ"
"11971","TUBB1"
"11972","ATP5E"
"11973","SLMO2"
"11974","ZNF831"
"11975","SYCP2"
"11976","FAM217B"
"11977","PPP1R3D"
"11978","RP11-429E11.3"
"11979","TAF4"
"11980","LSM14B"
"11981","PSMA7"
"11982","SS18L1"
"11983","MTG2"
"11984","OSBPL2"
"11985","ADRM1"
"11986","RPS21"
"11987","SLCO4A1"
"11988","MRGBP"
"11989","OGFR"
"11990","COL9A3"
"11991","TCFL5"
"11992","DIDO1"
"11993","GID8"
"11994","SLC17A9"
"11995","HAR1B"
"11996","HAR1A"
"11997","YTHDF1"
"11998","ARFGAP1"
"11999","PPDPF"
"12000","C20orf195"
"12001","HELZ2"
"12002","GMEB2"
"12003","CTD-3184A7.4"
"12004","STMN3"
"12005","ARFRP1"
"12006","RP4-583P15.15"
"12007","SLC2A4RG"
"12008","ZBTB46"
"12009","TPD52L2"
"12010","DNAJC5"
"12011","UCKL1"
"12012","ZNF512B"
"12013","SAMD10"
"12014","PRPF6"
"12015","LINC00176"
"12016","TCEA2"
"12017","RGS19"
"12018","OPRL1"
"12019","C20orf201"
"12020","PCMTD2"
"12021","PPAP2C"
"12022","MIER2"
"12023","MADCAM1"
"12024","TPGS1"
"12025","CDC34"
"12026","GZMM"
"12027","AC009005.2"
"12028","BSG"
"12029","POLRMT"
"12030","FGF22"
"12031","RNF126"
"12032","FSTL3"
"12033","PRSS57"
"12034","PTBP1"
"12035","AZU1"
"12036","CFD"
"12037","MED16"
"12038","R3HDM4"
"12039","KISS1R"
"12040","ARID3A"
"12041","WDR18"
"12042","TMEM259"
"12043","CNN2"
"12044","ABCA7"
"12045","HMHA1"
"12046","POLR2E"
"12047","GPX4"
"12048","SBNO2"
"12049","STK11"
"12050","ATP5D"
"12051","MIDN"
"12052","CIRBP"
"12053","C19orf24"
"12054","MUM1"
"12055","NDUFS7"
"12056","GAMT"
"12057","DAZAP1"
"12058","RPS15"
"12059","AC027307.3"
"12060","C19orf25"
"12061","REEP6"
"12062","MBD3"
"12063","UQCR11.1"
"12064","TCF3"
"12065","ATP8B3"
"12066","REXO1"
"12067","KLF16"
"12068","CTB-31O20.2"
"12069","ABHD17A"
"12070","SCAMP4"
"12071","ADAT3"
"12072","CSNK1G2"
"12073","BTBD2"
"12074","AC005306.3"
"12075","MKNK2"
"12076","MOB3A"
"12077","IZUMO4"
"12078","AP3D1"
"12079","DOT1L"
"12080","PLEKHJ1"
"12081","SF3A2"
"12082","JSRP1"
"12083","OAZ1"
"12084","C19orf35"
"12085","LINGO3"
"12086","LSM7"
"12087","TIMM13"
"12088","LMNB2"
"12089","GADD45B"
"12090","GNG7"
"12091","SLC39A3"
"12092","SGTA"
"12093","THOP1"
"12094","ZNF554"
"12095","ZNF555"
"12096","ZNF57"
"12097","ZNF77"
"12098","TLE2"
"12099","AES"
"12100","GNA15"
"12101","AC005264.2"
"12102","S1PR4"
"12103","NCLN"
"12104","NFIC"
"12105","C19orf77"
"12106","DOHH"
"12107","FZR1"
"12108","MFSD12"
"12109","HMG20B"
"12110","TBXA2R"
"12111","CACTIN"
"12112","PIP5K1C"
"12113","TJP3"
"12114","APBA3"
"12115","MRPL54"
"12116","MATK"
"12117","ZFR2"
"12118","DAPK3"
"12119","EEF2"
"12120","PIAS4"
"12121","AC016586.1"
"12122","ZBTB7A"
"12123","MAP2K2"
"12124","SIRT6"
"12125","EBI3"
"12126","CCDC94"
"12127","TMIGD2"
"12128","FSD1"
"12129","MPND"
"12130","AC007292.4"
"12131","AC007292.3"
"12132","SH3GL1"
"12133","CHAF1A"
